actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
alimentacion frutas verduras,Las Tres Torres,CL,Calle,Almirante Diaz Pimienta,5,38005,38038,Santa Cruz de Tenerife,,,,,,-16.26132918,28.46012331,2016-05-09T12:45:15,2016-06-01T12:25:33.524000
alimentacion carniceria,Lemar Carniceria,CM,Camino,Carril,74,38400,38028,Puerto de la Cruz,Las Quinteras,,,,,-16.55791447,28.39769731,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
alimentacion mayor,Libbys Canarias,CR,Carretera,General TF 28 Sur,57,38107,38038,Santa Cruz de Tenerife,Pg El Molino Acceso 2 A Cerveceria,libbys.es,info@eiarchipielago.es,922610666.0,922616419.0,-16.31516003,28.42521748,2018-04-24T09:50:43.194000,2018-04-24T09:50:43.194000
alimentacion supermercados,Lidl,Cr,Carretera,General TF 5 Norte,28 - 30,38434,38022,Icod de los Vinos,Buen Paso,,,,,-16.68759222,28.38021681,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion pescaderia,Lonja de Pescado,AV,Avenida,La Constitucion,8,38509,38011,Candelaria,Muelle Pesquero,,,,,-16.36913387,28.35730082,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
alimentacion pescaderia,Lonja de Pescado La Matanza,CR,Carretera,General TF 217 Norte,202,38370,38025,La Matanza,,,,620804841.0,,-16.45891059,28.44608178,2016-05-09T12:45:15.374000,2016-06-27T09:06:40.514000
alimentacion pescaderia,Lonja Las Galletas,PS,Paseo,Puerto de Las Galletas,0,38631,38006,Arona,Las Galletas Marina del Sur,,,0.0,0.0,-16.65825076,28.0078999,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion pescaderia,Lonja Pesquera Del Puerto,CL,Calle,Via de Servicio Darsena Pesquera,0,38120,38038,Santa Cruz de Tenerife,Z I Darsena Norte Puerto,,,,,-16.20381251,28.49878298,2017-02-15T11:40:07.893000,2018-01-17T14:33:38.814000
alimentacion pescaderia,Lonja Pesquera Los Abrigos,LG,"Lugar, zona",Puerto Los Abrigos,0,38618,38017,Granadilla de Abona,Los Abrigos,,,,,-16.592351,28.02791569,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion panaderia pasteleria,Lopez Echeto Market,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc P Baja 21,,,622622672.0,,-16.25201645,28.46292052,2016-05-09T12:45:15,2018-01-30T14:40:13
alimentacion frutas verduras,Los Canteros de Anaga,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Poniente 17,,,620393924.0,,-16.25232816,28.46309269,2016-05-09T12:45:15,2018-01-22T13:41:06
alimentacion frutas verduras,Los Cosecheros,CL,Calle,Fray Cristobal Oramas,49,38430,38022,Icod de los Vinos,Santa Barbara,,,,,-16.70896525,28.36755752,2016-11-07T09:56:12.476000,2016-11-07T09:56:12.476000
alimentacion panaderia pasteleria,Los Dulces de Beita,Av,Avenida,Principes de España,,38430,38022,Icod de los Vinos,,,,636736876.0,,-16.71073591,28.37153611,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion panaderia pasteleria,Los Dulces de Cata,CR,Carretera,General TF 16 Tacoronte Tejina,11,38350,38043,Tacoronte,Mercado Municipal Lc 12,es-es.facebook.com/pages/Los-Dulces-de-Cata,,667926728.0,,-16.4146081,28.47790937,2016-05-09T12:45:15.374000,2015-08-04T13:42:46.792000
alimentacion panaderia pasteleria,Los Naranjeros,CR,Carretera,General TF 16 Tacoronte Tejina,133,38356,38043,Tacoronte,San Juan Perales,,,922571341.0,,-16.40871131,28.49398049,2016-05-09T12:45:15,2016-05-23T13:56:23.353000
alimentacion panaderia pasteleria,Los Posada,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Poniente 03,,,617211739.0,,-16.25234213,28.46283811,2016-05-09T12:45:15,2018-01-22T14:49:59
alimentacion panaderia pasteleria,Los Posada,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Poniente 02,,,617211739.0,,-16.25233051,28.46288103,2016-05-09T12:45:15,2018-01-22T14:49:59
alimentacion productos especializados herbolario,Los Tes de Tus Sueños,CR,Carretera,General TF 28 Sur,87,38626,38006,Arona,Valle San Lorenzo,,,0.0,0.0,-16.65686682,28.0909307,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
alimentacion,Macaronesia Aguacates,Cr,Carretera,La Zamora,49,38419,38031,Los Realejos,Bajo,macaronesiaaguacates.es,info@macaronesiaaguacates.es,655164661.0,,-16.5726633,28.38537293,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
alimentacion productos especializados herbolario,Madre Tierra Ecotienda Biocafeteria,AV,Avenida,Santa Cruz,154,38611,38017,Granadilla de Abona,San Isidro,,ecotienda-madretierra@hotmail.com,,,-16.557279,28.07426399,2016-05-09T12:45:15.374000,2016-10-06T14:04:35.798000
alimentacion,Maguenes,AV,Avenida,La Constitucion,10,38640,38006,Arona,,,,,,-16.68231601,28.09805486,2016-09-02T10:42:55.458000,2016-09-02T10:42:55.458000
alimentacion mayor,Makro,AV,Avenida,La Libertad,0,38108,38023,La Laguna,Pg Poligono 5 CC Makro,,,922311729.0,,-16.30421634,28.45668352,2016-05-09T12:45:15.374000,2018-05-24T17:22:06.194000
alimentacion supermercados,Makro Autoservicio Mayorista,AV,Avenida,La Libertad,0,38108,38023,La Laguna,Pg Poligono 5 CC Makro,www.makro.es,atencion.clientes06@makro.es,922311800.0,922311840.0,-16.30461719,28.45686564,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion productos especializados herbolario,Malibu Fit,Av,Avenida,Los Chincanayros,27,38434,38022,Icod de los Vinos,Esq rotonda,,,,,-16.69741904,28.37744689,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Mama Tierra,Cl,Calle,San Agustin,45,38430,38022,Icod de los Vinos,,,,822102995.0,,-16.71690206,28.3681372,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion mayor,Manpugi Alimentacion,CL,Calle,Benitez,24,38626,38006,Arona,Benitez,,,922721718.0,,-16.66464031,28.06185271,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
alimentacion productos especializados herbolario,Manzano Verde,CL,Calle,El Puente,24,38205,38023,La Laguna,Barrio Nuevo,es-la.facebook.com/verdemanzano,,822042962.0,,-16.31087834,28.47950206,2016-05-09T12:45:15,2018-03-22T09:30:19.765000
alimentacion mayor,Marcha,AV,Avenida,Las Palmeras,7,38390,38039,Santa Úrsula,,www.marchaonline.com,loudes@marcha-sa.com,922303011.0,,-16.4892796,28.42726751,2016-05-09T12:45:15,2018-04-11T10:47:33.485000
alimentacion productos especializados herbolario,Maresia y Volcan,CL,Calle,Obispo Perez Caceres,41,38509,38011,Candelaria,,www.facebook.com/Maresiayvolcan,maresiayvolcan@gmail.com,922583716.0,,-16.37020897,28.35373765,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
alimentacion,Maria Cristina Gonzalez Garcia,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,,,-16.313238,28.49260899,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion mayor,Maria Drexler Importaciones,CR,Carretera,General TF 152 Norte,282,38350,38043,Tacoronte,El Torreon,www.mariadrexler.es,,922560178.0,922560450.0,-16.39728447,28.48165142,2016-05-09T12:45:15.374000,2015-08-04T13:42:46.792000
alimentacion panaderia pasteleria,Maria Isabel Cartaya Vera,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Poniente 08,,,674672883.0,,-16.25251415,28.4628095,2016-05-09T12:45:15,2018-01-22T14:49:59.608000
alimentacion panaderia pasteleria,Maria Isabel Cartaya Vera,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Poniente 09,,,674672883.0,,-16.252473,28.46280099,,2018-01-22T14:49:59.608000
alimentacion mayor,Maria Luz Hernandez,CL,Calle,Ingenios Azucareros,0,38312,38026,La Orotava,P I San Jeronimo,,,922335852.0,922330967.0,-16.54412822,28.39651582,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
alimentacion mayor,Maria Nelida Hernandez Abrante,AV,Avenida,Santiago Apostol,24,38410,38031,Los Realejos,Realejo Alto,,,922344301.0,,-16.58306385,28.37682507,2018-04-25T09:27:50.761000,2018-04-25T09:27:50.761000
alimentacion supermercados,Market Gusto Italiano,AV,Avenida,Familia Betancourt y Molina,8,38400,38028,Puerto de la Cruz,Aptos Lavaggi,,,643354399.0,,-16.54616743,28.4155735,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
alimentacion,Market Las Flores,AV,Avenida,Maritima,35,38683,38040,Santiago del Teide,Puerto de Santiago,,,922867352.0,,-16.84027632,28.22970109,2016-05-09T12:45:15.374000,2018-11-28T10:39:01.781000
alimentacion,Market Romantica II,CL,Calle,Las Palmeras,5,38418,38031,Los Realejos,El Toscal Ur Romantica,,,,,-16.57822213,28.40294613,2016-05-09T12:45:15.374000,2015-08-04T13:20:46.044000
alimentacion productos especializados herbolario,Mas Que Bio,CL,Calle,La Marina,21,38002,38038,Santa Cruz de Tenerife,,,info@masquebio.com,922271327.0,0.0,-16.24793505,28.4690719,2016-05-09T12:45:15.374000,2016-06-21T08:59:19.825000
alimentacion productos especializados herbolario,Mas que Gofio Ecotienda Herbolario,CL,Calle,Valois,23,38400,38028,Puerto de la Cruz,,masquegofio.com,info@masquegofio.com,922388131.0,,-16.54787213,28.41509629,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
alimentacion,Mas que Gofio Nutricion Deportiva,CL,Calle,Valois,23,38400,38028,Puerto de la Cruz,,masquegofio.com,,922388131.0,,-16.54792772,28.41508958,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
alimentacion panaderia pasteleria,Masas y Mas...,RB,Rambla,Santa Cruz,58,38004,38038,Santa Cruz de Tenerife,,,,697670442.0,,-16.25959323,28.46945176,2016-05-09T12:45:15,2017-05-22T14:51:31.510000
alimentacion,Mateo y Silvia,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,922258618.0,,-16.313507,28.49297299,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Mayorista de Frutas y Verduras Jose Maria,Ps,Paseo,Concepcion Castillo Romero,25,38434,38022,Icod de los Vinos,,,,922811404.0,,-16.68323703,28.3827088,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion comidas preparadas,Me Apetece,Cl,Calle,Los Barros,15,38410,38031,Los Realejos,Edif Realengo,,,922198147.0,,-16.5836625,28.38923783,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
alimentacion panaderia pasteleria,Melodiaz Pasteleria,CL,Calle,El Campo,18,38680,38019,Guía de Isora,,,,922851541.0,,-16.78049886,28.21273768,2016-05-09T12:45:15.374000,2019-03-22T10:14:18.455000
alimentacion panaderia pasteleria,Mencey,CL,Calle,Rectora Maria Luisa Tejedor,15,38320,38023,La Laguna,La Higuerita,,,,,-16.29583755,28.46933855,2016-05-09T12:45:15.374000,2018-01-12T14:13:33.995000
alimentacion supermercados,Merca Guargacho,CL,Calle,Paraiso Tropical,5,38632,38006,Arona,Guargacho,,,922733717.0,0.0,-16.6402739,28.03374974,2016-05-09T12:45:15.374000,2015-08-04T12:34:29.298000
alimentacion frutas verduras,Merca&Huerta,RB,Rambla,General Garcia Escamez,1,38009,38038,Santa Cruz de Tenerife,Garcia Escamez Mercado de la Abejera Lc 01,,,,,-16.27295853,28.4547595,2017-03-15T12:37:55.694000,2017-03-15T12:37:55.694000
alimentacion mercado del agricultor,Mercado del Agricultor de Buenavista del Norte,Lg,"Lugar, zona",Partido del Conde Pedregales,sn,38489,38010,Buenavista del Norte,El Palmar,,,,,-16.8511205,28.34265334,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
alimentacion mercado del agricultor,Mercado del Agricultor de La Guancha,Cr,Carretera,General TF 5 Norte,1,38441,38018,La Guancha,Santa Catalina,,,922360788.0,,-16.665644,28.38881899,2016-05-09T12:45:15,2023-10-18T14:04:54.665000
alimentacion mercado del agricultor,Mercado del Agricultor de Los Realejos,Cm,Camino,Viejo de San Benito,4,38410,38031,Los Realejos,Realejo Alto,,,,,-16.58205206,28.38071955,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
alimentacion supermercados,Mercadona,AV,Avenida,Los Menceyes,sn,38320,38023,La Laguna,,,,922644383.0,,-16.29372839,28.46934866,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion supermercados,Mercadona,CR,Carretera,Cuesta Taco,28,38320,38023,La Laguna,,,,,,-16.28720967,28.46619858,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion supermercados,Mercadona,CL,Calle,Nuñez de la Peña,sn,38202,38023,La Laguna,,www.mercadona.es,,,,-16.31880642,28.48766576,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion frutas verduras,Mercafruta,CL,Calle,Azorin,18,38611,38017,Granadilla de Abona,San Isidro Los Cardones,,,,,-16.5655853,28.0748027,2016-05-09T12:45:15.374000,2016-03-30T09:15:54.704000
alimentacion frutas verduras,Mercafruta,CL,Calle,Santo Madero,5,38311,38026,La Orotava,Los Pinos,,,922334089.0,,-16.51039787,28.3868796,2016-05-09T12:45:15.374000,2015-08-04T13:31:40.098000
alimentacion frutas verduras,Mercafruve,Cr,Carretera,La Zamora,126,38419,38031,Los Realejos,,,,922355329.0,,-16.56697659,28.38598796,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
alimentacion frutas verduras,Mercafruve,CR,Carretera,General TF 320 Icod Santa Cruz,21,38400,38028,Puerto de la Cruz,La Vera,,,922365329.0,922365329.0,-16.55525888,28.39537732,2016-11-17T07:54:52.767000,2016-11-17T07:54:52.767000
alimentacion mayor,Mercatenerife,LG,"Lugar, zona",Mercatenerife,12,38110,38038,Santa Cruz de Tenerife,Z I Mercatenerife,www.mercatenerife.com,,922227002.0,,-16.28078286,28.44070477,2018-04-25T13:19:37.838000,2018-05-29T10:22:25.516000
alimentacion supermercados,Mercoten Congelados,CR,Carretera,General TF 333 La Zamora,22,38419,38031,Los Realejos,PG San Benito,,,922341235.0,,-16.57701918,28.38386387,2016-05-09T12:45:15.374000,2023-10-18T14:38:49.207000
alimentacion,Merka,CL,Calle,Santa Rosa de Lima,1,38002,38038,Santa Cruz de Tenerife,,,,922029992.0,0.0,-16.25013665,28.46927497,2016-05-09T12:45:15.374000,2016-06-21T08:45:46.695000
alimentacion comidas preparadas,Mi Abuela Sabina comidas caseras,Cl,Calle,Doctor Antonio Gonzalez,21,38410,38031,Los Realejos,Realejo Alto,,,922354582.0,,-16.58450494,28.37889454,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
alimentacion frutas verduras,Mi Fruteria,CL,Calle,Calvo Sotelo,37,38006,38038,Santa Cruz de Tenerife,,,,922279154.0,,-16.26233631,28.4690943,2016-05-09T12:45:15.374000,2016-06-27T12:01:09.699000
alimentacion productos especializados herbolario,Miel Artesanal Golmar,CL,Calle,La Palmita,1,38380,38051,La Victoria,,,davidgolmar1@hotmail.com,922580602.0,,-16.46675758,28.43767582,2016-05-09T12:45:15.374000,2015-11-25T10:19:53.234000
alimentacion productos especializados herbolario,Miel Madre Juana,Av,Avenida,Los Remedios,24,38410,38031,Los Realejos,,www.mielmadrejuana.com,info@mielmadrejuana.com,619983869.0,,-16.58473387,28.3798974,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
alimentacion panaderia pasteleria,Migas Backery,CL,Calle,Escultor Estevez,4,38202,38023,La Laguna,,,,673304908.0,,-16.3219021,28.48820482,2021-06-08T10:09:02.163000,2023-03-10T14:32:41.137000
alimentacion mayor,Miguel Torres Internacional,PG,Polígono,Industrial Valle de Guimar,0,38509,38004,Arafo,PG GUIMAR MZ E PARC 4,www.torres.es,mtin@torres.es,922539872.0,922539813.0,-16.36761739,28.33077353,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion,Mini Hipermercado 1,CL,Calle,Decano Consular Jesus Ramos Gonzalez,7,38111,38038,Santa Cruz de Tenerife,Añaza Lc 3,,,,,-16.30186234,28.42121256,2016-05-17T09:52:57.968000,2016-05-17T10:03:19.870000
alimentacion,Mini Hipermercado 2,CL,Calle,Decano Consular Jesus Ramos Gonzalez,7,38111,38038,Santa Cruz de Tenerife,Añaza Lc 11,,,,,-16.30122803,28.421371,2016-05-17T09:59:15.487000,2016-05-17T09:59:15.487000
alimentacion supermercados,Mini Market Frostmar II,Av,Avenida,Presidente Paulino Rivero Baute,114,38360,38041,El Sauzal,,,,627527105.0,,-16.43405833,28.47537221,2016-05-09T12:45:15.374000,2024-09-27T09:52:23.664000
alimentacion,Mini Market Pick Up,CL,Calle,Santiago Beyro,30,38008,38038,Santa Cruz de Tenerife,Cruz del Señor,,,,,-16.27232134,28.46727733,2016-05-09T12:45:15,2018-01-17T12:36:45.553000
alimentacion,Mini Supermarket,CL,Calle,Las Artes,22,38679,38001,Adeje,La Caleta de Adeje Ed Bahia La Caleta,,,,,-16.75693388,28.10266923,2017-08-21T08:03:23.579000,2017-08-21T08:03:23.579000
alimentacion supermercados,Mini Supermarket,CL,Calle,San Benito Abad,6,38616,38017,Granadilla de Abona,Los Blanquitos,,,617718515.0,,-16.55697866,28.12711955,2016-05-09T12:45:15.374000,2015-11-04T14:34:20.584000
alimentacion supermercados,Minimarket,CR,Carretera,General TF 66 Cruz del Guanche Guaza,277,38627,38006,Arona,Buzanada,,,0.0,0.0,-16.66058201,28.07040132,2016-05-09T12:45:15.374000,2015-08-04T12:32:00.097000
alimentacion,Minimarket,AV,Avenida,Adeje 300,3,38678,38001,Adeje,Py Paraiso,,,,,-16.77468248,28.12065665,2016-11-16T12:03:20.699000,2018-03-02T10:45:20.916000
alimentacion,Minimarket,AV,Avenida,Familia Betancourt y Molina,26,38400,38028,Puerto de la Cruz,,,,,,-16.54362387,28.41707098,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
alimentacion supermercados,Minimarket 24H Pick Up,CL,Calle,Santiago Beyro,28,38008,38038,Santa Cruz de Tenerife,Cruz del Señor,,,922294402.0,,-16.27222703,28.46704174,2016-05-09T12:45:15.374000,2017-07-06T09:26:35.381000
alimentacion supermercados,Minimarket Alejandra,CL,Calle,Las Rosas,13,38631,38006,Arona,Las Galletas Las Rosas,,,632543510.0,0.0,-16.65340022,28.02230411,2016-05-09T12:45:15.374000,2015-08-04T12:36:22.781000
alimentacion supermercados,Minimarket Antiguo Cine,CR,Carretera,General TF 28 Sur,12,38594,38017,Granadilla de Abona,Chimiche,,,922777105.0,,-16.530845,28.13446499,2016-05-09T12:45:15.374000,2016-08-09T12:40:13.154000
alimentacion supermercados,Minimarket Aragua,AV,Avenida,Francisco Miranda,12,38430,38022,Icod de los Vinos,,,,922814410.0,,-16.720491,28.36937599,2016-05-09T12:45:15.374000,2024-09-27T10:08:25.542000
alimentacion supermercados,Minimarket Avelino,AV,Avenida,Malpaís,S/N,38687,38019,Guía de Isora,,,,634330217.0,,-16.79471091,28.18122566,2019-04-12T16:38:45.443000,2019-04-12T16:38:45.443000
alimentacion supermercados,Minimarket Badulake,CL,Calle,Perez Zamora,10,38400,38028,Puerto de la Cruz,,,,,,-16.551984,28.41736399,2016-05-09T12:45:15.374000,2022-04-22T13:23:10.741000
alimentacion supermercados,Minimarket Buzanada,CR,Carretera,General TF 657 Buzanada Aldea Blanca,274,38627,38006,Arona,Buzanada Lc 2,,,922765376.0,0.0,-16.65827734,28.06946295,2016-05-09T12:45:15.374000,2015-08-04T12:32:00.097000
alimentacion supermercados,Minimarket Capitan,CM,Camino,Guanche,92,38311,38026,La Orotava,La FLorida,,,922988699.0,,-16.50354067,28.3901032,2016-05-09T12:45:15.374000,2015-08-04T13:31:40.098000
alimentacion supermercados,Minimarket Don Febles,CL,Calle,Carero,5,38686,38019,Guía de Isora,Alcala,,,,,-16.83066294,28.20232796,2016-05-09T12:45:15.374000,2015-08-04T12:53:56.299000
alimentacion supermercados,Minimarket Drago,CL,Calle,El Medio,36,38412,38031,Los Realejos,,,,,,-16.58748037,28.38324038,2016-05-09T12:45:15.374000,2015-08-04T13:17:32.343000
alimentacion supermercados,Minimarket El Brezal,CL,Calle,El Brezal,31,38413,38031,Los Realejos,La Cruz Santa,,,,,-16.56294749,28.37631752,2016-05-09T12:45:15.374000,2015-08-04T13:27:57.382000
alimentacion supermercados,Minimarket El Caribe,Av,Avenida,Venezuela,78,38500,38020,Güimar,Esq,,,679797828.0,,-16.41088877,28.32181925,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Minimarket El Charquito,CL,Calle,Perdomo,4,38400,38028,Puerto de la Cruz,,,,922148905.0,,-16.55136047,28.41735578,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
alimentacion supermercados,Minimarket El Chiringuito,Cr,Carretera,General TF 42 Icod Buenavista,31,38480,38010,Buenavista del Norte,Las Canteras,,,697788367.0,,-16.8344746,28.367502,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
alimentacion supermercados,Minimarket El Roque,Cl,Calle,La Cruz,8,38429,38034,San Juan de la Rambla,Las Aguas,,,922692447.0,,-16.64092468,28.39639587,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion supermercados,Minimarket El Toscal,CR,Carretera,General TF 28 Sur,146,38620,38035,San Miguel,,,,,,-16.61924408,28.09863299,2016-05-09T12:45:15.374000,2015-08-05T07:32:57.630000
alimentacion supermercados,Minimarket Elena,CL,Calle,La Gaviota,1,38618,38017,Granadilla de Abona,Los Abrigos,,,922749218.0,,-16.593939,28.03094389,2016-05-09T12:45:15.374000,2015-08-04T12:00:30.527000
alimentacion supermercados,Minimarket Eli,Cl,Calle,El Durazno,14,38430,38022,Icod de los Vinos,,,,620327509.0,,-16.71634151,28.36776547,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion supermercados,Minimarket Ellas,CL,Calle,Cañada Blanca,7,38632,38006,Arona,Cho Ed Teneguia I Lc 1,,,922739596.0,,-16.66043051,28.04889123,2016-05-09T12:45:15,2019-04-03T12:53:23.395000
alimentacion supermercados,Minimarket Garoisa,AV,Avenida,Playa Paraiso,3,38678,38001,Adeje,Py Paraiso Ur Gran Azul Lc 47,,,,,-16.76823363,28.12150334,2016-05-10T07:35:15.421000,2016-11-16T12:15:56.986000
alimentacion supermercados,Minimarket GyR,AV,Avenida,La Habana,7,38650,38006,Arona,Los Cristianos Ed Las Fuentes Lc 3E,,,922796116.0,922796116.0,-16.72134388,28.05124319,2016-05-09T12:45:15.374000,2016-08-26T09:59:43.451000
alimentacion supermercados,Minimarket Internacional,AV,Avenida,La Habana,12,38650,38006,Arona,Los Cristianos Ed Cristianos III,,donkebak2006@yahoo.es,922792695.0,922792625.0,-16.72354294,28.05383683,2016-05-09T12:45:15.374000,2016-09-01T12:54:08.425000
alimentacion,Minimarket La Asomada,CR,Carretera,General TF 312 Puerto Cruz Las Arenas,85,38400,38028,Puerto de la Cruz,La Asomada,,,,,-16.54991211,28.40150445,2016-11-24T12:14:31.756000,2016-11-24T12:14:31.756000
alimentacion,Minimarket La Concepcion,PZ,"Plaza, plazoleta",La Concepcion,25,38201,38023,La Laguna,,,,,,-16.31886542,28.49015079,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion,Minimarket La Chica,CL,Calle,Oceano Indico,13,38240,38023,La Laguna,Punta del Hidalgo Ed Altagay,,,629955507.0,,-16.33228002,28.56881021,2016-05-09T12:45:15.374000,2019-02-20T13:04:26.379000
alimentacion supermercados,Minimarket La Duna,PS,Paseo,Nuestra Señora Mercedes de Roja,26,38612,38017,Granadilla de Abona,El Medano,,,636337744.0,,-16.541162,28.04288499,2016-05-09T12:45:15.374000,2016-03-28T12:50:52.538000
alimentacion supermercados,Minimarket La General,CR,Carretera,General TF 66 Cruz del Guanche Guaza,137,38626,38006,Arona,Valle San Lorenzo,,,616419913.0,0.0,-16.66177761,28.07978832,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
alimentacion supermercados,Minimarket La Marzagana,CL,Calle,Montserrat Estany Cabrera,16,38315,38026,La Orotava,La Perdoma Ur La Marzagana,,,,,-16.5604431,28.37708156,2016-05-09T12:45:15.374000,2015-08-04T13:23:53.323000
alimentacion supermercados,Minimarket La Paz,CL,Calle,Consuelo Alfonso Diaz Flores,3,38631,38006,Arona,Las Galletas,,,0.0,0.0,-16.65616377,28.00704131,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
alimentacion,Minimarket La Plaza,CL,Calle,Los Estudiantes,6,38107,38038,Santa Cruz de Tenerife,Tincer Esq Cl Cruz de Tincer,,,,,-16.30448444,28.4455145,2016-05-09T12:45:15.374000,2015-08-04T10:46:09.756000
alimentacion supermercados,Minimarket La Plaza,CL,Calle,Maria del Carmen Garcia,4,38631,38006,Arona,Las Galletas,,,0.0,0.0,-16.65623529,28.00693701,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
alimentacion supermercados,Minimarket La Union,CL,Calle,La Union,3,38410,38031,Los Realejos,,,,,,-16.58610543,28.38657422,2016-05-09T12:45:15.374000,2015-08-04T13:18:21.764000
alimentacion supermercados,Minimarket La Ventita,CL,Calle,Tinguaro,61,38418,38031,Los Realejos,El Toscal Longuera,,,,,-16.57798618,28.3994204,2016-05-09T12:45:15.374000,2015-08-06T09:59:12.605000
alimentacion supermercados,Minimarket Las Salinas,CL,Calle,La Faula,11,38687,38019,Guía de Isora,,,batma75@gmail.com,631095845.0,,-16.81852995,28.18186209,2019-04-12T16:38:45.443000,2019-04-12T16:38:45.443000
alimentacion supermercados,Minimarket Low Cost,AV,Avenida,Amsterdam,4,38650,38006,Arona,Los Cristianos Ed Cristian Sur Lc 59,,,691482206.0,0.0,-16.71031076,28.05250872,2016-05-09T12:45:15.374000,2017-04-05T14:51:19.061000
alimentacion supermercados,Minimarket Lucia,CL,Calle,Evaristo Gomez Gonzalez,3,38612,38017,Granadilla de Abona,El Medano,,,922178404.0,,-16.538895,28.04441929,2016-05-09T12:45:15.374000,2015-08-04T11:59:37.153000
alimentacion supermercados,Minimarket Marrachet,AV,Avenida,Fernando Salazar Gonzalez,11,38630,38006,Arona,Costa del Silencio Ed Alborada Lc 4,,,922733927.0,0.0,-16.65314198,28.00916029,2016-05-09T12:45:15.374000,2017-08-23T10:41:57.813000
alimentacion supermercados,Minimarket Oriental,CR,Carretera,General TF 652 La Estrella,13,38631,38006,Arona,Las Galletas,,,922785179.0,0.0,-16.65270217,28.01496189,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
alimentacion supermercados,Minimarket Oriental,CL,Calle,Iriarte,3,38400,38028,Puerto de la Cruz,,,,822902541.0,,-16.55022749,28.41550238,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
