actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
asociacion servicios sociales,Centro De Formacion Ocupacional Arcoiris,AV,Avenida,Maritima,29,38509.0,38011,Candelaria,Las Caletillas Ed Naiguata Bq C Lc 1,,,922500839.0,922500839.0,-16.364324,28.36610235,2017-06-15T13:50:06.549000,2017-06-15T13:50:06.549000
servicios religiosos,Centro de Investigaciones Biblicas,CL,Calle,Narciso de Vera,31,38320.0,38023,La Laguna,La Cuesta,,,,,-16.28641282,28.47024591,2017-02-01T11:49:33.833000,2017-02-01T11:49:33.833000
asociacion ciudadana,Centro De La Familia Los Andenes,CL,Calle,Zurbaran,6,38108.0,38023,La Laguna,Los Andenes,,,,,-16.30645658,28.45051113,2017-06-14T14:15:01,2017-06-15T09:17:53
asociacion servicios sociales,Centro de Mayores de Los Realejos,Cl,Calle,San Isidro,sn,38410.0,38031,Los Realejos,,,,822171353.0,,-16.58291369,28.38507994,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
asociacion ciudadana,Centro De Mayores Pajar De Los Molinos Puerto Madera,CR,Carretera,General TF 165 Puerto de la Madera,61,38358.0,38043,Tacoronte,Barranco San Juan,,,,,-16.41638808,28.50868828,2018-01-30T12:33:00,2018-01-30T12:33:00
asociacion servicios sociales,Centro de Orientacion y Promocion de la Mujer La Casita,CL,Calle,Carmen Monteverde,5,38003.0,38038,Santa Cruz de Tenerife,Ed Monteverde Lc 8,www.oblatas.com,oblataslacasita@telefonica.net,922249634.0,922246336.0,-16.25254457,28.46587866,2017-06-14T13:43:03.529000,2018-03-01T10:36:28.905000
asociacion servicios sociales,Centro De Parkinson Tenerife,AV,Avenida,Cardonal,92,38108.0,38023,La Laguna,El Cardonal,,,,,-16.30050902,28.45083136,2017-06-13T09:10:25.825000,2017-06-13T09:10:25.825000
asociacion servicios sociales,Centro Especial De Empleo,CL,Calle,Cruz Caridad,14,38340.0,38043,Tacoronte,Guamasa,,,922560037.0,922560037.0,-16.3910281,28.49750087,2017-06-15T12:33:21.950000,2017-06-15T12:33:21.950000
asociacion servicios sociales,Centro Especial De Empleo Maria Josefa Recio,CR,Carretera,General TF 263 San Miguel de Geneto,33,38296.0,38023,La Laguna,San Miguel de Geneto,,,922632725.0,,-16.31813244,28.47673063,2017-06-14T14:35:47.812000,2018-02-14T14:21:22.681000
asociacion ciudadana,Centro Europeo Estudios Sobre Flujos Migratorios SEMIGRAS,CL,Calle,Benavides,60,38004.0,38038,Santa Cruz de Tenerife,,www.flujosmigratorios.org,nancodeltiempoctf@gmail.com,687020537.0,,-16.25944531,28.46646442,2016-05-09T12:45:15,2018-01-17T09:12:25
asociacion ciudadana,Centro Evangelico de Ancianos CEDAR,CL,Calle,El Saltadero,28,38611.0,38017,Granadilla de Abona,San Isidro,asociacion309.tenerifesolidario.org,adcedar@gmail.com,922391594.0,922391594.0,-16.56108995,28.07615077,2017-01-31T12:31:15,2019-02-05T12:32:39.812000
asociación deportiva,Centro Excursionista La Union,CL,Calle,Los Canarios,5,38428.0,38034,San Juan de la Rambla,San Jose,,,922350137.0,,-16.64272685,28.37546062,2016-05-09T12:45:15,2018-07-03T12:47:16.676000
asociacion ciudadana,Centro Insular De Entidades De Voluntariado,CL,Calle,Juan Rumeu Garcia,28,38008.0,38038,Santa Cruz de Tenerife,Centro Insular Voluntariado,,,,,-16.27326811,28.46535394,2017-06-14T13:47:11,2018-03-12T08:39:24.790000
servicios religiosos,Centro Islamico De Tenerife Mezquita Almonawar,CL,Calle,Jorge Manrique,4,38005.0,38038,Santa Cruz de Tenerife,Ed Apolo Pz Gravina Pl 1 Vd C,,,,,-16.2606002,28.46077724,2019-02-08T09:26:52.719000,2019-02-08T09:26:52.719000
servicios religiosos,Centro Islamico Tenerife Mezquita Almonawar,PZ,"Plaza, plazoleta",Gravina,4,38005.0,38038,Santa Cruz de Tenerife,,,,,,-16.26075118,28.46011464,2017-01-31T08:59:51.439000,2017-01-31T08:59:51.439000
asociacion cultural,Centro Juvenil El Medano,PZ,"Plaza, plazoleta",La Ermita,0,38612.0,38017,Granadilla de Abona,El Medano,www.granadilladeabona.org,,922759900.0,,-16.537893,28.04691849,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
asociacion ciudadana,Centro Juvenil Los Abrigos,AV,Avenida,Los Abrigos,0,38618.0,38017,Granadilla de Abona,Los Abrigos,www.granadilladeabona.org,,922759000.0,,-16.592122,28.02959559,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
asociacion ciudadana,Centro La Asuncion,AV,Avenida,Jose Marti,16,38001.0,38038,Santa Cruz de Tenerife,Bo Alegria,es-es.facebook.com/centrolaasuncion,,922597244.0,,-16.24522812,28.48311809,2016-05-09T12:45:15,2015-08-04T10:12:59
asociacion servicios sociales,Centro Mayores Benijos,CM,Camino,La Iglesia,5,38315.0,38026,La Orotava,Benijos,,,,,-16.54545182,28.36128556,2017-03-02T12:48:10.885000,2017-03-09T12:28:11.703000
asociacion servicios sociales,Centro Menores Besay,CL,Calle,Las Escuelas,4,38292.0,38046,Tegueste,El Portezuelo Alto,,,922638582.0,,-16.35332548,28.49356055,2017-11-21T12:25:38.326000,2017-11-21T12:25:38.326000
asociacion servicios sociales,Centro Municipal De Minusvalidos Psiquicos San Isidro,CL,Calle,Isla de Fuerteventura,17,38611.0,38017,Granadilla de Abona,San Isidro,,,922390620.0,922772767.0,-16.55475495,28.07590611,2017-06-14T14:21:14.750000,2017-06-14T14:21:14.750000
asociacion ciudadana,Centro Social Casas de la Cumbre,CR,Carretera,General TF 12 Bailadero,4,38139.0,38038,Santa Cruz de Tenerife,Casas de la Cumbre,,,,,-16.23393223,28.53719137,2016-08-23T11:40:15.454000,2016-08-23T11:40:15.454000
asociacion cultural,Centro Sociocultural Camino Tornero,PJ,"Pasaje, paraje",Santa Ana,2,38206.0,38023,La Laguna,Cm Tornero,,,0.0,,-16.33647787,28.49427636,2016-05-09T12:45:15,2018-03-09T09:57:58.995000
asociacion ciudadana,Centro Sociocultural El Bebedero,CM,Camino,San Agustin,40,38310.0,38026,La Orotava,El Bebedero,,,,,-16.50473731,28.37214169,2017-03-02T13:02:25,2017-03-02T13:02:25
asociacion ciudadana,Centro Sociocultural La Cruz Santa,Cl,Calle,Puldon,42,38413.0,38031,Los Realejos,C,,,,,-16.56402038,28.37824702,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
asociacion cultural,Centro Sociocultural Lomito Vaso,CM,Camino,Lomito Vaso,1,38412.0,38031,Los Realejos,La Carrera,,,,,-16.59320148,28.38045298,2016-05-26T12:43:22,2018-11-30T12:39:20.910000
asociacion ciudadana,Centro Tercera Edad Anton Guanche,CL,Calle,La Piscina,6,38509.0,38011,Candelaria,,,,922502053.0,,-16.36721979,28.359776,2016-10-05T07:50:56.628000,2018-02-16T14:09:06.046000
servicios religiosos,Centro Vedico Hindu Jagannath,CL,Calle,El Hierro,7,38612.0,38017,Granadilla de Abona,El Medano Ed Frontera Pl 3 Vd 32,,,,,-16.53944529,28.04702447,2019-02-05T12:31:24.766000,2019-02-05T12:31:24.766000
asociacion comercial empresarial,CEOE,RB,Rambla,Santa Cruz,147,38001.0,38038,Santa Cruz de Tenerife,Ed Tulipan,www.ceoe-.tenerife.com,ceoe-tenerife@ceoe-tenerife.com,922285958.0,922284756.0,-16.24909194,28.47592666,2016-10-20T14:20:19.553000,2016-10-20T14:20:19.553000
asociacion servicios sociales,Ciclo de Cine Africano,Cl,Calle,Alcalde Mandillo Tejera,8,38009.0,38038,Santa Cruz de Tenerife,"Consejeria Insular del Area de Empleo, Desarrollo Socioeconomico y Accion Exterior",,martapd@tenerife.es,922239917.0,,-16.2732167,28.46233953,2023-10-06T09:23:06.648000,2023-10-06T09:23:06.648000
asociacion cultural,Circulo Amistad XII Enero,CL,Calle,Ruiz de Padron,12,38002.0,38038,Santa Cruz de Tenerife,Circulo Amistad,www.circulodeamistad.es,secretaria@circulodeamistadxiideenero.org,922246696.0,,-16.24975544,28.46869232,2016-08-18T10:02:52.296000,2022-04-22T13:23:10.741000
asociación deportiva,Circulo Combofilo de Tenerife,CM,Camino,Hierro,86,38009.0,38038,Santa Cruz de Tenerife,120 Vds Lc 1-4,www.circulocolombofilo.es,circulocolombofilotfe@gmail.com,922664251.0,,-16.28025722,28.45764632,2018-04-10T12:06:00,2018-04-10T12:06:36.383000
asociacion comercial empresarial,Círculo de Empresarios y Profesionales del Sur de Tenerife,CL,Calle,Baleares,1,38660.0,38001,Adeje,Torviscas Alto,www.cest.org,cest@cest.org,922719492.0,922719349.0,-16.72324728,28.08927067,2018-03-26T11:17:11.508000,2018-03-26T11:17:11.508000
asociación deportiva,Club Aeromodelismo Omega,AV,Avenida,Los Pueblos,22,38660.0,38001,Adeje,Py Americas Rs Palmeras del Sur Lc K-3/2,,,922714948.0,,-16.73140618,28.07837588,2018-05-14T14:10:56,2018-05-14T14:10:56
asociación deportiva,Club Atletico Zanata El Sauzal,Cl,Calle,Tomas Gomez Quintero,2,38360.0,38041,El Sauzal,El Sauzal,www.zanatasauzal.blogspot.com,zanatasauzal@hotmail.com,,,-16.4309758,28.47985297,2018-05-16T10:30:44,2024-09-27T09:52:23.664000
asociación deportiva,Club Badminton Badsur Granadilla,CL,Calle,Charcay,141,38595.0,38017,Granadilla de Abona,Charco del Pino,www.badmintoncanarias.es,granadilla.badsur@gmail.comeabona.org,600504506.0,,-16.58824446,28.10387858,2016-05-09T12:45:15,2018-07-02T12:47:50.638000
asociación deportiva,Club Badminton Tenzul El Rosario,CM,Camino,Candelaria,4,38109.0,38032,El Rosario,Llano Blanco Polideportivo,www.badmintoncanarias.es,badmintonelrosario@hotmail.com,650163158.0,,-16.32635068,28.41074514,2016-05-09T12:45:15,2018-07-02T12:47:50.638000
asociación deportiva,Club Badminton Universitario,AV,Avenida,Angel Guimera Jorge,0,38206.0,38023,La Laguna,Campus Universidad La Laguna,www.badmintoncanarias.es,cbunigestor@gmail.com,636422685.0,,-16.31525892,28.47964692,2018-02-16T13:59:28,2018-02-16T13:59:28
asociación deportiva,Club Baloncesto Aregume Los Silos,PZ,"Plaza, plazoleta",La Luz,9,38470.0,38042,Los Silos,,,,922840709.0,,-16.81693496,28.36554081,2016-05-09T12:45:15,2019-03-20T12:43:55.362000
asociación deportiva,Club Baloncesto Garachico,CL,Calle,Puerto del Rosario,2,38450.0,38015,Garachico,Pabellon Municipal,,,,,-16.75914609,28.37314243,2016-08-17T10:14:52,2016-08-17T10:14:52
asociación deportiva,Club Baloncesto Guancha,Av,Avenida,Hipolito Sinforiano,2,38440.0,38018,La Guancha,La Guancha,cbguancha.es,clubbaloncestoguancha@hotmail.com,667738760.0,,-16.65221661,28.37488557,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
asociación deportiva,Club Baloncesto Hercules de Icod,CM,Camino,Las Charnecas,9,38430.0,38022,Icod de los Vinos,La Centinela Pabellon Municipal,,,686846165.0,,-16.7121108,28.37540953,2018-02-06T12:03:41,2018-02-06T12:03:41
asociación deportiva,Club Baloncesto Realejos Viera,CL,Calle,Ruiz Andion,49,38410.0,38031,Los Realejos,Los Cuartos Pabellon Municipal,,clubbaloncestorealejos@gmail.com,672266254.0,,-16.58019892,28.38905066,2016-05-09T12:45:15,2015-08-04T13:18:21
asociación deportiva,Club Baloncesto Santa Ursula Sigoñe,CL,Calle,Lomo Hilos,33,38398.0,38039,Santa Úrsula,,,,922300207.0,,-16.48523853,28.42154794,2016-05-09T12:45:15,2018-02-05T14:02:39
asociación deportiva,Club Balonmano La Guancha San Jose,CL,Calle,Pedro Gonzalez Yanes,2,38440.0,38018,La Guancha,,,,922828025.0,,-16.6516589,28.37349354,2016-05-09T12:45:15,2018-01-29T09:22:29
asociación deportiva,Club Colombofilo Gran Fondo,CL,Calle,Magistral Luis Reyes Perez,16,38320.0,38023,La Laguna,La Cuesta,clubgranfondo.es,,922650072.0,,-16.28437601,28.46566358,2018-04-10T11:36:17.382000,2018-04-10T11:36:17.382000
asociación deportiva,Club Colombofilo Real Hesperides,CL,Calle,Tamaragua,5,38296.0,38023,La Laguna,San Bartolome de Geneto,corealhesperides.com,,922310552.0,,-16.30815534,28.46074511,2018-04-10T11:32:44.044000,2018-04-10T11:34:13.901000
asociación deportiva,Club Colombofilo Valle De La Orotava,CR,Carretera,General TF 322 La Luz,38,38312.0,38026,La Orotava,Las Candias,www.cvalleorotava.com,directiva@cvalleorotava.com,,,-16.53695495,28.38855652,2018-04-10T12:02:21.561000,2018-04-10T12:02:21.561000
asociacion cultural,Club Cultural de la 3 Edad La Esperanza,CL,Calle,Amilcar Gonzalez Diaz,4,38290.0,38032,El Rosario,La Esperanza,,,922297746.0,,-16.36683104,28.45082824,2016-05-09T12:45:15,2018-03-16T14:27:53.475000
asociación deportiva,Club De Bolas Lomo Los Hilos,CL,Calle,Lomo Hilos,9,38398.0,38039,Santa Úrsula,,,,,,-16.48507584,28.42315721,2017-01-16T10:54:56,2018-02-09T12:54:34
asociación deportiva,Club De Deportes Aereos Alas De Los Silos,CR,Carretera,General El Puertito,28,38479.0,38042,Los Silos,Puertito de Los Silos Piscinas Municipales,,,922330267.0,,-16.81319966,28.37892338,2016-05-09T12:45:15,2018-12-03T12:36:47.217000
asociación deportiva,Club De Futbol Santa Ursula,CL,Calle,Finca Pastor,17,38390.0,38039,Santa Úrsula,Campo Futbol Argelio Tabares,,,922301840.0,,-16.48472198,28.42635368,2016-05-09T12:45:15,2018-04-02T09:39:22
asociación deportiva,Club De Futbol Santa Ursula Pastir,CL,Calle,Finca Pastor,17,38390.0,38039,Santa Úrsula,Campo Futbol Argelio Tabares,,,670807898.0,922333731.0,-16.48479251,28.42639449,2016-05-09T12:45:15,2018-04-02T09:39:22.780000
asociación deportiva,Club De Lucha Guanchimech,CL,Calle,Guanches,64,38399.0,38039,Santa Úrsula,La Corujera,,,,,-16.49240396,28.41586248,2016-05-09T12:45:15,2018-02-05T13:18:14
asociacion ciudadana,Club De Mayores De La ONCE,AV,Avenida,San Sebastian,3,38003.0,38038,Santa Cruz de Tenerife,,,,922210000.0,,-16.24953869,28.46314925,2017-06-09T14:06:20,2017-06-09T14:06:20
asociación deportiva,Club De Montaña El Risco,CL,Calle,Antiguo Calvario,25,38390.0,38039,Santa Úrsula,,,,922301055.0,,-16.49896359,28.42295611,2018-02-01T09:54:14,2018-02-05T12:36:07
asociación deportiva,Club De Parapente Alto Guajara,CL,Calle,Codeso,39,38390.0,38039,Santa Úrsula,La Quinta,,,649363876.0,,-16.49421026,28.43255509,2017-07-05T07:58:13,2017-07-05T07:58:13
asociación deportiva,Club De Recreacion Deportiva Barracudadiving,AV,Avenida,Colon,6,38109.0,38032,El Rosario,Radazul Ed Botavara,,,647878956.0,,-16.32384919,28.40184629,2017-09-25T12:57:49,2018-02-08T12:36:45
asociación deportiva,Club de Recreacion Deportiva Gymarico,CL,Calle,El Pino,6,38593.0,38005,Arico,Rio de Arico,,,636913269.0,922160077.0,-16.52407908,28.14070368,2016-05-09T12:45:15,2018-12-13T14:00:36.097000
asociación deportiva,Club de Rugby Aparejadores,CL,Calle,Guaydil,55,38280.0,38046,Tegueste,Tamarco,,,922262720.0,,-16.35448889,28.5262189,2018-05-16T13:42:41.085000,2018-07-03T09:24:58.511000
asociación deportiva,Club de Vela a Radio CO Guanchinerfe,CL,Calle,Guaydil,23,38280.0,38046,Tegueste,Ur Tamarco,,,922544043.0,,-16.35268382,28.52357781,2018-05-16T13:56:26.017000,2018-07-03T09:24:58.511000
asociación deportiva,Club Deportivo A Todo gas,CL,Calle,Hermano Pedro,5,38390.0,38039,Santa Úrsula,La Corujera,,,922301472.0,,-16.49939647,28.41902217,,2018-04-02T09:17:34.407000
asociación deportiva,Club Deportivo AbadeSub,CM,Camino,Candelaria,7,38109.0,38032,El Rosario,San Isidro El Chorrillo,,,617920317.0,,-16.32287079,28.41345013,2016-05-09T12:45:15,2018-03-23T14:55:08.051000
asociación deportiva,Club Deportivo Acuatic Hobby ,CL,Calle,Gravina,2,38109.0,38032,El Rosario,Radazul Alto Ur Paraiso I Lc 51,,,922681204.0,,-16.32722269,28.40696054,2017-10-26T09:13:53,2017-10-26T09:13:53
asociación deportiva,Club Deportivo Agrupacion Deportiva San Marcos,CL,Calle,Astrofisico Pedro Alvarez Martin,60,38280.0,38046,Tegueste,,,,,,-16.33724694,28.52531339,2016-05-09T12:45:15,2018-10-03T13:35:47.719000
asociación deportiva,Club Deportivo Agrupacion Escolar Pedro Alvarez,CR,Carretera,General TF 141 Las Canteras Pedro Alvarez,1,38292.0,38046,Tegueste,Las Canteras,,,922268569.0,,-16.30861309,28.51446641,2016-05-09T12:45:15,2015-08-04T13:50:59
asociación deportiva,Club Deportivo AlbaSub,AV,Avenida,Colon,6,38109.0,38032,El Rosario,Radazul Ed Botavara,,,619965868.0,,-16.32367842,28.40182996,2017-09-25T12:57:49,2018-02-08T12:36:45
asociación deportiva,Club Deportivo Aliron Futbil Base Tegueste,CL,Calle,Andres Gonzalez Cañero,4,38280.0,38046,Tegueste,,,,616895768.0,,-16.33822694,28.52528669,2016-05-09T12:45:15,2015-08-04T13:51:37
asociación deportiva,Club Deportivo Andrea,CL,Calle,Belgica,2,38190.0,38032,El Rosario,Tabaiba Ed Andrea,,,922680668.0,,-16.33134627,28.40226372,2017-04-03T12:44:15,2017-04-03T12:44:15
asociación deportiva,Club Deportivo Aquaclub Satra Acentejo,CL,Calle,Lomo Hilos,34,38398.0,38039,Santa Úrsula,,,,647879706.0,,-16.48547611,28.42194625,2016-05-09T12:45:15,2018-02-05T14:02:39
asociación deportiva,Club Deportivo Arabesque,CL,Calle,La Cardonera,1,38509.0,38011,Candelaria,Pl 1 Vd Iz,,,649046309.0,,-16.37203064,28.35307252,2016-05-09T12:45:15,2015-08-04T10:53:32
asociación deportiva,Club Deportivo Aralucho,CL,Calle,El Calvario,71,38290.0,38032,El Rosario,La Esperanza,,,661078846.0,,-16.36282703,28.45539564,2016-05-09T12:45:15,2015-09-04T07:53:02
asociación deportiva,Club Deportivo Arguama,CL,Calle,Morra Maria del Carmen,16,38520.0,38011,Candelaria,Igueste de Candelaria,,,922500401.0,,-16.37101081,28.37784461,2016-10-19T12:50:26,2018-07-02T09:37:37.587000
asociación deportiva,Club Deportivo Aronshot,CM,Camino,Campo de Tiro,20,38649.0,38006,Arona,Vento,es-es.facebook.com/cdAronshot,cdaronshot@gmail.com,922261444.0,922250297.0,-16.6837173,28.107117,2016-05-09T12:45:15,2018-03-07T13:59:27.653000
asociación deportiva,Club Deportivo Atletico Barranco Hondo,CM,Camino,La Angostura,1,38510.0,38011,Candelaria,Campo de Futbol Los Barranquillos ,,,922502360.0,,-16.36248697,28.394408,2018-05-15T12:25:34,2018-05-15T12:25:34
asociación deportiva,Club Deportivo Atletico Barranco Hondo Chajoigo,CM,Camino,La Angostura,1,38510.0,38011,Candelaria,Campo de Futbol Los Barranquillos ,,,922519038.0,,-16.36243631,28.39450011,2018-05-15T12:25:34,2018-07-02T10:31:54.160000
asociación deportiva,Club Deportivo Atletismo Arona,AV,Avenida,Los Pueblos,22,38660.0,38001,Adeje,Py Americas Rs Palmeras del Sur Lc M42,asociacion376.tenerifesolidario.org,atletismoarona@gmail.com,661414538.0,,-16.73145574,28.07839732,2017-08-03T12:02:38,2017-08-03T12:02:38
asociación deportiva,Club Deportivo Automodelismo Arimodel,CL,Calle,El Pino,8,38593.0,38005,Arico,Rio de Arico,,,922160060.0,,-16.52391697,28.14066795,2016-05-09T12:45:15,2015-08-04T11:53:28
asociación deportiva,Club Deportivo Badminton Badnor Santa Ursula,CR,Carretera,España TF 217,20,38390.0,38039,Santa Úrsula,,www.badmintoncanarias.es,santaursulabadnor@gmail.com,647428890.0,,-16.49049214,28.42529609,2016-05-09T12:45:15,2018-07-02T12:45:44.938000
asociación deportiva,Club Deportivo Baloncesto Candelaria,PZ,"Plaza, plazoleta",Patrona de Canarias,13,38509.0,38011,Candelaria,,,,,,-16.37021305,28.35223097,2016-05-09T12:45:15,2016-02-17T13:14:03
asociación deportiva,Club Deportivo Baloncesto Granada,CL,Calle,Montaña Clara,43,38611.0,38017,Granadilla de Abona,San Isidro,,granentreno@hotmail.com,682319080.0,,-16.55241896,28.07637187,2016-05-09T12:45:15,2016-11-09T09:37:12
asociación deportiva,Club Deportivo Baloncesto Naismit El Rosario,CL,Calle,Adriatico,48,38109.0,38032,El Rosario,Costanera,,,662665332.0,,-16.31114864,28.41201288,2016-05-09T12:45:15,2015-08-04T10:47:48
asociación deportiva,Club Deportivo Baloncesto Santa Ursula Tosca La Iglesia,CL,Calle,Tamaide,89,38399.0,38039,Santa Úrsula,La Corujera,,,647569435.0,,-16.50009846,28.41082854,2016-05-09T12:45:15,2018-02-08T12:36:45
asociación deportiva,Club deportivo Balonmano Hertom de Tegueste,CM,Camino,Viejo,64,38280.0,38046,Tegueste,El Baldio,,,616478446.0,,-16.34183615,28.52190428,2016-05-09T12:45:15,2015-08-04T13:51:37
asociación deportiva,Club Deportivo Ballester,CL,Calle,Crugiola,6,38509.0,38011,Candelaria,Pl 3 Vd 9,,,922649819.0,,-16.367155,28.36270157,2016-05-09T12:45:15,2017-11-03T14:26:30
asociación deportiva,Club Deportivo Bandala,CM,Camino,Pesquero del Sol,46,38109.0,38032,El Rosario,Bocacangrejo,,,727710708.0,,-16.31371801,28.40684864,2018-02-07T12:19:53,2018-03-23T14:44:26
asociación deportiva,Club Deportivo Batista El Rosario,CL,Calle,Alvarado,1,38109.0,38032,El Rosario,Radazul Alto Aldea Eden N 7,,,676296926.0,,-16.32451766,28.40715156,2016-05-09T12:45:15,2018-04-10T12:02:21.546000
asociación deportiva,Club Deportivo Berros Esperanza,CL,Calle,El Sino,53,38290.0,38032,El Rosario,La Esperanza,,,625877811.0,,-16.36057526,28.44976314,2016-05-09T12:45:15,2016-05-24T13:09:01
asociación deportiva,Club Deportivo Bici-Txola CD,CL,Calle,Andres Gonzalez Cañero,4,38280.0,38046,Tegueste,,,,922150253.0,,-16.33823195,28.52524266,2016-05-09T12:45:15,2015-08-04T13:51:37
asociación deportiva,Club Deportivo Billar Boca Junior,CL,Calle,La Vereda,39,38109.0,38032,El Rosario,Bocacangrejo,,,617832771.0,,-16.31220699,28.40764573,2018-02-07T12:19:53,2018-02-07T12:22:06
asociación deportiva,Club Deportivo Billar Remango,CR,Carretera,Provincial TF 217,71,38390.0,38039,Santa Úrsula,Pl 2 Of 4,,,922300135.0,,-16.49733621,28.42311907,2016-05-09T12:45:15,2018-02-09T08:32:18
asociación deportiva,Club Deportivo Bola Y Petanca Tagayacte,AV,Avenida,Maritima,6,38509.0,38011,Candelaria,Pl 3 Vd A,,,922506084.0,,-16.3675068,28.36012947,2016-05-09T12:45:15,2016-06-27T12:08:32
asociación deportiva,Club Deportivo Bolas Bocaype Rosario Las Rosas,CL,Calle,Las Rosas,46,38290.0,38032,El Rosario,La Esperanza Las Rosas,,,922548186.0,,-16.36968712,28.43740676,2016-05-09T12:45:15,2015-10-30T13:31:49
asociación deportiva,Club Deportivo Bolas Y petancas Guañañeme,CL,Calle,Chicoro,130,38540.0,38011,Candelaria,Araya,,,922502876.0,,-16.3934577,28.36276028,2016-05-09T12:45:15,2015-08-04T10:52:21
asociación deportiva,Club Deportivo Brega de Arafo,CL,Calle,Bellavista,71,38509.0,38011,Candelaria,Py La Viuda,,,649874703.0,,-16.36780509,28.3418778,2016-05-09T12:45:15,2018-05-24T17:22:06
asociación deportiva,Club Deportivo Buceo Y Apnea Sib-Subactuaticas Demare,CL,Calle,Miramar,4,38479.0,38042,Los Silos,Puertito de Los Silos,,,922841806.0,,-16.8140196,28.37545826,2016-05-09T12:45:15,2016-10-11T09:09:41
asociación deportiva,Club Deportivo Buenavista,Cl,Calle,Antonio Camejo Francisco,10,38480.0,38010,Buenavista del Norte,Cm Campo Futbol,,,,,-16.8451776,28.37118001,2016-05-09T12:45:15,2023-10-18T14:04:54.665000
asociación deportiva,Club Deportivo Candela,CL,Calle,Amanecer,7,38509.0,38011,Candelaria,Transversal 2,,,922517443.0,922504202.0,-16.37120721,28.3580188,2016-05-09T12:45:15,2018-03-07T14:21:49
asociación deportiva,Club Deportivo Canis Lupus,CM,Camino,El Monte,17,38398.0,38039,Santa Úrsula,El Farrobillo,,,687384353.0,,-16.47943471,28.42148996,2016-05-09T12:45:15,2015-10-26T08:53:39
asociación deportiva,Club Deportivo Caolite,CL,Calle,Guaydil,21,38280.0,38046,Tegueste,,,,607601811.0,,-16.35260982,28.52344428,2018-05-16T13:46:41.844000,2018-07-03T09:24:58.511000
asociación deportiva,Club Deportivo Caracas Leones Softbol,CR,Carretera,Provincial TF 217,17,38390.0,38039,Santa Úrsula,Pl 1 Vd Iz,,,605376411.0,,-16.4930478,28.42497516,2016-05-09T12:45:15,2018-02-01T13:12:03
asociación deportiva,Club Deportivo Carcar Sport,CL,Calle,La Farola,4,38390.0,38039,Santa Úrsula,La Vera,,,,,-16.48603528,28.42946208,2016-05-09T12:45:15,2015-08-04T13:34:28
asociación deportiva,Club Deportivo Catire Chacaica de Guimar,CL,Calle,Subida Malpais,11,38540.0,38011,Candelaria,Malpais,,,608008110.0,,-16.38864947,28.34677851,2016-05-09T12:45:15,2015-08-04T10:52:21
asociación deportiva,Club Deportivo Cayro4WD Tenerife,CL,Calle,Duraznillo,1,38390.0,38039,Santa Úrsula,La Quinta Rs La Quinta Pt 3 Vd 3H,,,619366460.0,,-16.49266958,28.42982195,,2018-02-08T12:36:45
asociación deportiva,Club Deportivo Cenit,AV,Avenida,La Constitucion,33,38670.0,38001,Adeje,La Postura Ed Stel Pl 3 Vd E,,,647820004.0,922797491.0,-16.72984392,28.12084686,2017-01-17T09:10:59,2018-05-29T09:30:28
asociación deportiva,Club Deportivo Ciclista Ayosa,CL,Calle,Franco Cupone,10,38109.0,38032,El Rosario,Puerto Deportivo Radazul Bajo Lc 16,,,922681814.0,,-16.3214798,28.40127875,2017-06-21T10:50:43,2017-06-21T10:50:43
asociación deportiva,Club Deportivo Ciclista Bentor,CL,Calle,Tosca de la Iglesia,10,38390.0,38039,Santa Úrsula,Pabellon Polideportivo,,,922335093.0,,-16.49112235,28.42441123,2016-05-09T12:45:15,2018-02-09T12:29:02
asociación deportiva,Club Deportivo Ciclista Recovecos,PZ,"Plaza, plazoleta",Nuestra Señora de Lourdes,1,38435.0,38042,Los Silos,Tierra del Trigo,,,636511760.0,,-16.80382956,28.35276765,2016-05-09T12:45:15,2018-02-21T08:15:24
asociación deportiva,Club Deportivo Ciclista Talavera,CL,Calle,San Cristobal,10,38479.0,38042,Los Silos,San Bernardo El Calvario,,,629082436.0,,-16.83312429,28.36681882,2016-05-09T12:45:15,2018-04-04T14:17:30
asociación deportiva,Club Deportivo Cincuenta Y Tres,CR,Carretera,Provincial TF 217,84,38390.0,38039,Santa Úrsula,,,,616932653.0,,-16.49982496,28.42148368,2016-05-09T12:45:15,2018-02-05T09:46:17
asociación deportiva,Club Deportivo Cisalc,CL,Calle,Victor Zurita,26,38390.0,38039,Santa Úrsula,,,,,,-16.48645621,28.42527338,2016-05-09T12:45:15,2018-02-06T07:51:58
asociación deportiva,Club Deportivo Colectivo Ijeke Salto del Pastor Canario,CL,Calle,Simon Higuera Mederos,7,38540.0,38011,Candelaria,Araya,,,922503033.0,,-16.39561999,28.36230644,2016-05-09T12:45:15,2015-08-04T10:52:21
